50,948,2
46,952,2
49,950,1
948,52,0
999,1,0
1000,0,0
1000,0,0
37,961,2
285,715,0
235,765,0
903,97,0
250,750,0
92,907,1
3,979,18
0,0,1000
50,948,2
81,918,1
21,976,3
14,981,5
143,857,0
430,570,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
36,962,2
33,965,2
53,946,1
5,982,13
498,502,0
703,297,0
990,10,0
988,12,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
41,957,2
43,955,2
108,891,1
424,576,0
565,435,0
507,493,0
520,480,0
266,734,0
104,896,0
0,798,202
0,875,125
1,954,45
3,984,13
27,972,1
586,414,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
46,952,2
43,955,2
232,768,0
45,953,2
54,945,1
0,873,127
0,875,125
0,827,173
1,956,43
15,982,3
0,266,734
0,4,996
0,4,996
0,308,692
6,988,6
1000,0,0
998,2,0
1000,0,0
1000,0,0
1000,0,0
39,959,2
216,784,0
220,780,0
242,758,0
14,982,4
68,931,1
72,927,1
24,973,3
680,320,0
67,932,1
61,938,1
224,776,0
9,986,5
7,987,6
10,986,4
4,987,9
6,988,6
70,930,0
370,630,0
93,907,0
37,962,1
66,934,0
175,825,0
0,0,1000
0,3,997
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
53,945,2
190,810,0
121,878,1
258,742,0
981,19,0
984,16,0
160,840,0
952,48,0
990,10,0
810,190,0
10,986,4
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,175,825
0,843,157
0,878,122
0,815,185
1,981,18
2,986,12
1,983,16
1,982,17
1,986,13
1,983,16
614,386,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
43,955,2
14,981,5
70,929,1
252,748,0
336,664,0
150,850,0
283,717,0
319,681,0
452,548,0
949,51,0
910,90,0
951,49,0
693,307,0
982,18,0
487,513,0
246,754,0
467,533,0
754,246,0
683,317,0
1000,0,0
68,931,1
98,901,1
86,913,1
53,946,1
46,953,1
98,901,1
0,48,952
1,959,40
857,143,0
5,987,8
0,0,1000
0,0,1000
0,4,996
0,101,899
0,348,652
0,380,620
0,63,937
0,6,994
0,7,993
35,963,2
33,965,2
39,959,2
39,959,2
1,900,99
0,852,148
0,886,114
0,0,1000
0,1,999
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,5,995
0,8,992
0,9,991
0,13,987
0,1,999
40,958,2
77,922,1
3,975,22
0,856,144
1,956,43
2,970,28
726,274,0
0,899,101
0,816,184
0,424,576
0,374,626
0,789,211
1000,0,0
0,0,1000
0,0,1000
0,0,1000
40,958,2
35,963,2
61,938,1
50,949,1
14,982,4
21,976,3
306,694,0
794,206,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
37,961,2
55,944,1
48,951,1
26,972,2
992,8,0
995,5,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
991,9,0
998,2,0
998,2,0
762,238,0
998,2,0
56,944,0
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
46,952,2
80,919,1
57,942,1
18,978,4
22,975,3
25,973,2
1,927,72
29,969,2
0,734,266
4,986,10
981,19,0
1,958,41
1000,0,0
1000,0,0
998,2,0
0,1,999
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
44,954,2
49,949,2
83,916,1
39,959,2
19,978,3
13,983,4
35,964,1
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
0,1,999
0,6,994
0,10,990
692,308,0
962,38,0
1000,0,0
995,5,0
788,212,0
968,32,0
965,35,0
978,22,0
12,986,2
26,973,1
2,986,12
0,47,953
0,131,869
0,0,1000
0,0,1000
0,0,1000
0,0,1000
45,953,2
55,944,1
75,924,1
312,688,0
36,962,2
685,315,0
337,663,0
518,482,0
1000,0,0
1000,0,0
0,650,350
10,986,4
31,968,1
35,964,1
4,989,7
885,115,0
1000,0,0
1000,0,0
0,937,63
0,910,90
2,984,14
720,280,0
0,713,287
0,860,140
0,732,268
4,992,4
59,941,0
418,582,0
276,724,0
1000,0,0
1000,0,0
1000,0,0
7,991,2
4,992,4
4,992,4
4,992,4
4,992,4
4,992,4
4,992,4
4,992,4
4,992,4
4,992,4
4,991,5
5,991,4
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
33,965,2
48,950,2
26,971,3
73,926,1
35,963,2
41,958,1
24,974,2
57,942,1
29,970,1
18,980,2
68,931,1
985,15,0
1000,0,0
53,945,2
56,943,1
97,902,1
573,427,0
512,488,0
18,979,3
112,888,0
51,947,2
139,861,0
66,933,1
54,945,1
37,961,2
18,978,4
57,942,1
3,980,17
1,955,44
1000,0,0
1000,0,0
49,949,2
98,901,1
51,948,1
42,957,1
183,817,0
974,26,0
991,9,0
994,6,0
668,332,0
453,547,0
990,10,0
999,1,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
34,964,2
96,903,1
9,983,8
6,983,11
21,976,3
2,967,31
7,986,7
55,944,1
39,959,2
12,982,6
13,982,5
7,985,8
16,981,3
3,983,14
10,985,5
4,984,12
5,987,8
7,988,5
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
36,962,2
54,945,1
110,889,1
52,947,1
28,970,2
117,883,0
263,737,0
191,809,0
81,919,0
471,529,0
370,630,0
522,478,0
538,462,0
999,1,0
877,123,0
477,523,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
53,945,2
29,968,3
6,983,11
29,969,2
42,957,1
3,980,17
0,519,481
0,61,939
0,57,943
0,1,999
0,0,1000
0,0,1000
0,1,999
0,3,997
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
74,925,1
31,967,2
81,918,1
603,397,0
415,585,0
472,528,0
970,30,0
17,980,3
19,979,2
6,987,7
0,890,110
9,987,4
947,53,0
982,18,0
964,36,0
883,117,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
0,0,1000
46,952,2
33,965,2
323,677,0
108,891,1
84,915,1
107,893,0
997,3,0
980,20,0
1000,0,0
10,986,4
11,986,3
12,985,3
21,977,2
2,984,14
134,866,0
169,831,0
0,825,175
0,797,203
0,14,986
0,822,178
13,985,2
1,960,39
115,885,0
114,886,0
2,989,9
0,722,278
0,0,1000
6,991,3
891,109,0
998,2,0
991,9,0
0,0,1000
0,0,1000
40,958,2
46,952,2
37,961,2
9,984,7
6,984,10
48,951,1
723,277,0
47,952,1
218,782,0
899,101,0
982,18,0
5,988,7
918,82,0
933,67,0
0,0,1000
0,17,983
0,0,1000
0,2,998
981,19,0
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
54,944,2
94,905,1
47,952,1
21,976,3
25,973,2
39,960,1
23,975,2
13,983,4
53,946,1
0,890,110
1,965,34
0,733,267
0,706,294
0,834,166
0,115,885
0,917,83
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
36,962,2
38,960,2
745,255,0
743,257,0
806,194,0
379,621,0
527,473,0
633,367,0
76,923,1
35,964,1
26,973,1
11,986,3
5,988,7
4,988,8
25,974,1
123,877,0
3,988,9
4,990,6
4,990,6
2,987,11
11,987,2
9,989,2
5,991,4
8,989,3
248,752,0
1000,0,0
1000,0,0
39,959,2
50,949,1
61,938,1
180,820,0
0,35,965
0,813,187
999,1,0
1000,0,0
1000,0,0
1000,0,0
993,7,0
48,950,2
35,963,2
23,974,3
13,982,5
46,953,1
1000,0,0
39,959,2
198,802,0
161,839,0
576,424,0
33,965,2
212,788,0
7,986,7
0,31,969
0,0,1000
0,0,1000
29,968,3
37,961,2
0,805,195
0,826,174
1,898,101
1,903,96
0,875,125
720,280,0
999,1,0
247,753,0
998,2,0
0,774,226
0,631,369
1000,0,0
50,948,2
48,950,2
216,784,0
11,983,6
5,982,13
13,983,4
1,954,45
0,223,777
0,99,901
0,63,937
0,181,819
36,962,2
41,957,2
39,959,2
116,884,0
100,899,1
194,806,0
121,879,0
126,874,0
65,934,1
269,731,0
1000,0,0
95,905,0
61,938,1
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
1000,0,0
42,956,2
19,977,4
202,798,0
65,934,1
99,900,1
995,5,0
996,4,0
995,5,0
992,8,0
982,18,0
988,12,0
478,522,0
322,678,0
53,946,1
20,979,1
19,980,1
278,722,0
49,949,2
61,938,1
40,958,2
51,948,1
39,960,1
231,769,0
45,954,1
1,918,81
1,950,49
1,971,28
29,970,1
43,956,1
2,982,16
3,986,11
1,979,20
2,986,12
35,963,2
40,958,2
24,973,3
11,983,6
11,984,5
8,985,7
805,195,0
9,986,5
7,986,7
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
44,954,2
77,922,1
9,983,8
10,984,6
5,984,11
61,938,1
660,340,0
681,319,0
5,986,9
1,957,42
12,985,3
1000,0,0
414,586,0
982,18,0
996,4,0
